date,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,is_holiday_1,Open_pct,Close_pct,Volume_diff,Open_pct_l1,Close_pct_l1,Volume_diff_l1,direction
2011-07-31,0,0,0,0,0,1,0,0.0,0.0,0.0,-0.006030186328767173,0.0,-5061190000.0,same
2011-08-01,0,0,0,0,0,0,0,0.0002398369675387091,-0.004132299323336697,4967390000.0,0.0,0.0,0.0,up
2011-08-02,1,0,0,0,0,0,0,-0.004664980686845843,-0.025556664705103427,238900000.0,0.0002398369675387091,-0.004132299323336697,4967390000.0,down
2011-08-03,0,1,0,0,0,0,0,-0.0251135253095498,0.005015682586245518,1240650000.0,-0.004664980686845843,-0.025556664705103427,238900000.0,down
2011-08-04,0,0,1,0,0,0,0,0.0047677739435918465,-0.047820446201610634,-2180410000.0,-0.0251135253095498,0.005015682586245518,1240650000.0,up
2011-08-05,0,0,0,1,0,0,0,-0.047570643534108115,-0.0005749176607442452,1188060000.0,0.0047677739435918465,-0.047820446201610634,-2180410000.0,down
2011-08-06,0,0,0,0,1,0,0,-0.000749845362827295,0.0,-5454590000.0,-0.047570643534108115,-0.0005749176607442452,1188060000.0,down
2011-08-07,0,0,0,0,0,1,0,0.0,0.0,0.0,-0.000749845362827295,0.0,-5454590000.0,same
2011-08-08,0,0,0,0,0,0,0,-0.0007504080528260015,-0.06663446415643826,2615150000.0,0.0,0.0,0.0,down
2011-08-09,1,0,0,0,0,0,0,-0.06529103637542188,0.0474068481332115,-248490000.0,-0.0007504080528260015,-0.06663446415643826,2615150000.0,down
2011-08-10,0,1,0,0,0,0,0,0.046008444659670245,-0.04415240397919251,2651410000.0,-0.06529103637542188,0.0474068481332115,-248490000.0,up
2011-08-11,0,0,1,0,0,0,0,-0.04307156682786162,0.04629002144148742,-1333020000.0,0.046008444659670245,-0.04415240397919251,2651410000.0,down
2011-08-12,0,0,0,1,0,0,0,0.04599121024114683,0.00526166928318772,1955330000.0,-0.04307156682786162,0.04629002144148742,-1333020000.0,up
2011-08-13,0,0,0,0,1,0,0,0.005064554043748837,0.0,-5640380000.0,0.04599121024114683,0.00526166928318772,1955330000.0,up
2011-08-14,0,0,0,0,0,1,0,0.0,0.0,0.0,0.005064554043748837,0.0,-5640380000.0,same
2011-08-15,0,0,0,0,0,0,0,4.235352205261833e-05,0.021784622088531824,4272850000.0,0.0,0.0,0.0,up
2011-08-16,1,0,0,0,0,0,0,0.021512296342809156,-0.00973854541245922,798750000.0,4.235352205261833e-05,0.021784622088531824,4272850000.0,up
2011-08-17,0,1,0,0,0,0,0,-0.009408543563741212,0.0009473866272851073,-683260000.0,0.021512296342809156,-0.00973854541245922,798750000.0,down
2011-08-18,0,0,1,0,0,0,0,-0.002741258197398677,-0.0445937143129993,-1153530000.0,-0.009408543563741212,0.0009473866272851073,-683260000.0,down
2011-08-19,0,0,0,1,0,0,0,-0.041315734953850325,-0.015008981502439234,1932750000.0,-0.002741258197398677,-0.0445937143129993,-1153530000.0,down
2011-08-20,0,0,0,0,1,0,0,-0.014853474305690062,0.0,-5167560000.0,-0.041315734953850325,-0.015008981502439234,1932750000.0,down
2011-08-21,0,0,0,0,0,1,0,0.0,0.0,0.0,-0.014853474305690062,0.0,-5167560000.0,same
2011-08-22,0,0,0,0,0,0,0,1.7818421161885922e-05,0.00025804116011829414,5436260000.0,0.0,0.0,0.0,up
2011-08-23,1,0,0,0,0,0,0,0.0007208726698755274,0.034284877594586316,-423090000.0,1.7818421161885922e-05,0.00025804116011829414,5436260000.0,up
2011-08-24,0,1,0,0,0,0,0,0.033619169412459904,0.013119972745138542,302140000.0,0.0007208726698755274,0.034284877594586316,-423090000.0,up
2011-08-25,0,0,1,0,0,0,0,0.012502501203991656,-0.01556552007023193,433110000.0,0.033619169412459904,0.013119972745138542,302140000.0,up
2011-08-26,0,0,0,1,0,0,0,-0.015161144148977845,0.015121610152536658,-713100000.0,0.012502501203991656,-0.01556552007023193,433110000.0,down
2011-08-27,0,0,0,0,1,0,0,0.015489557423610023,0.0,-5035320000.0,-0.015161144148977845,0.015121610152536658,-713100000.0,up
2011-08-28,0,0,0,0,0,1,0,0.0,0.0,0.0,0.015489557423610023,0.0,-5035320000.0,same
2011-08-29,0,0,0,0,0,0,0,0.0009432234071267143,0.028280001568408375,4228070000.0,0.0,0.0,0.0,up
2011-08-30,1,0,0,0,0,0,0,0.027039395761764062,0.002347024984931334,344500000.0,0.0009432234071267143,0.028280001568408375,4228070000.0,up
2011-08-31,0,1,0,0,0,0,0,0.0026782090730563812,0.004921982065451136,695270000.0,0.027039395761764062,0.002347024984931334,344500000.0,up
2011-09-01,0,0,1,0,0,0,0,0.005045338101556052,-0.01187143263889856,-487430000.0,0.0026782090730563812,0.004921982065451136,695270000.0,up
2011-09-02,0,0,0,1,0,0,0,-0.012484391006696627,-0.025281938303220453,-378670000.0,0.005045338101556052,-0.01187143263889856,-487430000.0,down
2011-09-03,0,0,0,0,1,0,0,-0.024860912952887837,0.0,-4401740000.0,-0.012484391006696627,-0.025281938303220453,-378670000.0,down
2011-09-04,0,0,0,0,0,1,0,0.0,0.0,0.0,-0.024860912952887837,0.0,-4401740000.0,same
2011-09-05,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,same
2011-09-06,1,0,0,0,0,0,0,0.0,-0.007436289416773878,5103980000.0,0.0,0.0,0.0,same
2011-09-07,0,1,0,0,0,0,0,-0.006916697462307497,0.028646463529026667,-662940000.0,0.0,-0.007436289416773878,5103980000.0,down
2011-09-08,0,0,1,0,0,0,0,0.02755929626937159,-0.010612179635699603,24130000.0,-0.006916697462307497,0.028646463529026667,-662940000.0,up
2011-09-09,0,0,0,1,0,0,0,-0.010526040131846326,-0.026705492278710663,121200000.0,0.02755929626937159,-0.010612179635699603,24130000.0,down
2011-09-10,0,0,0,0,1,0,0,-0.02627029094435529,0.0,-4586370000.0,-0.010526040131846326,-0.026705492278710663,121200000.0,down
2011-09-11,0,0,0,0,0,1,0,0.0,0.0,0.0,-0.02627029094435529,0.0,-4586370000.0,same
2011-09-12,0,0,0,0,0,0,0,-0.0006324393587953114,0.006965716710316983,5168550000.0,0.0,0.0,0.0,down
